8,0.425,0.5625,0.4625,0.475,0.5125,0.4375,0.45,0.4375,0.4375,0.4,0.375,0.5125,0.5,0.475,0.5,0.475,0.4875,0.475,0.4375
9,0.4125,0.5375,0.425,0.5,0.4875,0.4,0.4625,0.45,0.425,0.4125,0.425,0.5125,0.45,0.4875,0.5375,0.5,0.475,0.45,0.4
10,0.4375,0.5375,0.4625,0.525,0.4875,0.4125,0.475,0.45,0.4375,0.4375,0.4,0.525,0.475,0.4875,0.525,0.5125,0.5,0.45,0.4
11,0.4625,0.525,0.45,0.525,0.4875,0.45,0.4625,0.425,0.45,0.425,0.425,0.5125,0.45,0.4875,0.5125,0.5,0.4875,0.425,0.4125
12,0.4625,0.5375,0.4375,0.5125,0.4875,0.475,0.475,0.45,0.4625,0.4375,0.4375,0.5375,0.45,0.4875,0.525,0.5125,0.4875,0.4375,0.3875
13,0.4625,0.525,0.4875,0.5125,0.4875,0.475,0.5125,0.4625,0.4875,0.425,0.4375,0.5375,0.4875,0.475,0.525,0.525,0.475,0.4125,0.4
14,0.4625,0.55,0.4875,0.525,0.4875,0.4625,0.525,0.475,0.4625,0.4375,0.4625,0.55,0.5,0.5,0.525,0.525,0.4875,0.4,0.3875
15,0.45,0.5375,0.4625,0.45,0.4875,0.4625,0.5125,0.475,0.45,0.425,0.4875,0.55,0.4875,0.5,0.5125,0.5125,0.4625,0.4125,0.4
16,0.45,0.55,0.4625,0.4625,0.4875,0.4375,0.5375,0.45,0.475,0.4125,0.4875,0.55,0.475,0.4375,0.5125,0.525,0.5,0.4125,0.3875
17,0.4625,0.5375,0.4625,0.475,0.4875,0.425,0.55,0.4625,0.4125,0.425,0.4625,0.5375,0.5,0.4625,0.55,0.5125,0.475,0.3875,0.375
18,0.4625,0.55,0.4875,0.4625,0.5,0.425,0.525,0.475,0.45,0.4125,0.4625,0.5375,0.5125,0.475,0.575,0.5125,0.4875,0.375,0.3625
19,0.4625,0.5375,0.4875,0.4875,0.5125,0.425,0.525,0.45,0.4375,0.4,0.4625,0.5375,0.525,0.5,0.55,0.5,0.4625,0.3625,0.375
20,0.4875,0.5375,0.4625,0.4875,0.4875,0.425,0.5125,0.4625,0.45,0.4,0.4625,0.5375,0.525,0.5,0.5375,0.5125,0.4625,0.35,0.375
21,0.4875,0.5375,0.4625,0.475,0.5,0.4375,0.525,0.4625,0.4375,0.4375,0.4625,0.55,0.5125,0.4875,0.5375,0.4875,0.4625,0.3625,0.375
22,0.4625,0.5375,0.4625,0.475,0.5,0.475,0.5125,0.4375,0.45,0.425,0.4625,0.525,0.5125,0.475,0.5375,0.4875,0.475,0.375,0.3625
23,0.4625,0.5375,0.475,0.45,0.5125,0.45,0.525,0.4875,0.425,0.4125,0.475,0.5375,0.5125,0.4875,0.5375,0.4875,0.4625,0.375,0.3625
24,0.4625,0.5375,0.475,0.45,0.5125,0.4375,0.525,0.475,0.4375,0.425,0.475,0.525,0.5125,0.4875,0.5375,0.5,0.4625,0.375,0.375
25,0.4625,0.5375,0.475,0.45,0.5,0.4625,0.5375,0.4625,0.4375,0.425,0.475,0.55,0.525,0.5,0.5375,0.5125,0.4625,0.3875,0.375
26,0.475,0.55,0.475,0.4625,0.5125,0.4625,0.525,0.45,0.425,0.4125,0.4875,0.5375,0.525,0.5,0.5375,0.5125,0.4875,0.375,0.375
27,0.45,0.55,0.4875,0.475,0.5125,0.425,0.5,0.45,0.425,0.4125,0.475,0.5125,0.525,0.5125,0.5375,0.4875,0.475,0.3875,0.375
28,0.4375,0.55,0.4875,0.4625,0.5125,0.4125,0.5,0.45,0.425,0.425,0.4875,0.5125,0.5125,0.5125,0.5375,0.5,0.475,0.3875,0.375
29,0.425,0.55,0.475,0.4625,0.5125,0.425,0.5,0.45,0.4125,0.425,0.45,0.5125,0.5125,0.5125,0.525,0.5,0.475,0.3875,0.3875
30,0.425,0.55,0.475,0.4625,0.525,0.425,0.525,0.4625,0.4125,0.4375,0.4375,0.525,0.5125,0.5,0.525,0.5,0.4625,0.375,0.375
31,0.4375,0.55,0.4625,0.4625,0.525,0.425,0.5125,0.4625,0.4125,0.4375,0.4375,0.55,0.5,0.4875,0.5375,0.5,0.4625,0.375,0.375
32,0.425,0.55,0.45,0.4625,0.5375,0.4375,0.5125,0.4625,0.4125,0.4375,0.4375,0.5375,0.4875,0.5,0.525,0.5,0.4625,0.375,0.3625
33,0.425,0.55,0.45,0.475,0.5375,0.4625,0.5125,0.4625,0.425,0.4375,0.4375,0.525,0.4875,0.5125,0.5375,0.5,0.475,0.3625,0.3625
34,0.4375,0.55,0.45,0.4625,0.525,0.4625,0.5,0.45,0.4375,0.45,0.4375,0.4875,0.5,0.5125,0.5375,0.5,0.475,0.35,0.3625
35,0.4375,0.55,0.4625,0.4625,0.525,0.4625,0.5,0.4625,0.4125,0.4875,0.4375,0.4875,0.4875,0.5,0.5375,0.5,0.475,0.35,0.3625
36,0.4375,0.55,0.4625,0.4625,0.5,0.4625,0.5,0.4625,0.425,0.4625,0.4375,0.4875,0.5125,0.4875,0.5375,0.5125,0.475,0.35,0.3625
37,0.45,0.525,0.4625,0.4625,0.5125,0.4625,0.4875,0.4625,0.425,0.45,0.4375,0.5,0.5,0.5,0.5375,0.5125,0.4875,0.3375,0.375
38,0.45,0.525,0.4625,0.4625,0.5,0.475,0.4875,0.475,0.425,0.45,0.4375,0.525,0.5125,0.5,0.55,0.5125,0.4875,0.3625,0.375
39,0.45,0.525,0.4625,0.4625,0.5,0.4875,0.4875,0.4625,0.425,0.4875,0.45,0.5125,0.4875,0.5,0.5375,0.5125,0.5125,0.3625,0.3625
40,0.45,0.5125,0.4625,0.4625,0.5,0.5,0.4875,0.4625,0.4125,0.4875,0.4625,0.5125,0.4875,0.4875,0.5375,0.5125,0.5125,0.35,0.375
41,0.4375,0.5125,0.4625,0.4625,0.5,0.5,0.475,0.4625,0.425,0.475,0.4625,0.5125,0.475,0.475,0.5375,0.5125,0.5125,0.35,0.3875
42,0.45,0.525,0.475,0.4875,0.5,0.5125,0.4875,0.45,0.425,0.4625,0.475,0.5,0.475,0.4875,0.525,0.5125,0.5,0.375,0.3875
43,0.45,0.5375,0.4625,0.4875,0.525,0.525,0.5,0.4625,0.425,0.4625,0.475,0.5,0.4625,0.4875,0.5375,0.5,0.5125,0.375,0.4125
44,0.45,0.5125,0.4625,0.4875,0.5125,0.525,0.5,0.4625,0.425,0.4625,0.45,0.5,0.4875,0.4875,0.5125,0.4875,0.5125,0.375,0.4125
