40,2,0.26785714285714285,0.1607142857142857
40,3,0.17857142857142855,0.19642857142857142
40,4,0.14285714285714285,0.17857142857142858
40,5,0.17857142857142858,0.1607142857142857
40,6,0.14285714285714285,0.17857142857142858
40,7,0.125,0.19642857142857142
40,8,0.12499999999999999,0.19642857142857142
40,9,0.10714285714285714,0.1964285714285714
40,10,0.071428571428571425,0.1964285714285714
40,11,0.071428571428571425,0.21428571428571427
40,12,0.12499999999999999,0.1964285714285714
40,13,0.10714285714285714,0.17857142857142855
40,14,0.125,0.19642857142857142
40,15,0.089285714285714274,0.21428571428571427
40,16,0.10714285714285714,0.19642857142857142
40,17,0.089285714285714274,0.1964285714285714
40,18,0.089285714285714274,0.21428571428571427
40,19,0.10714285714285714,0.21428571428571427
50,2,0.017857142857142856,0.017857142857142856
50,3,0.017857142857142856,0.071428571428571425
50,4,0.053571428571428568,0.017857142857142856
50,5,0.053571428571428568,0.017857142857142856
50,6,0.035714285714285712,0.017857142857142856
50,7,0.035714285714285712,0.017857142857142856
50,8,0.053571428571428568,0.017857142857142856
50,9,0.071428571428571425,0.017857142857142856
50,10,0.053571428571428568,0.0
50,11,0.053571428571428568,0.0
50,12,0.053571428571428568,0.0
50,13,0.035714285714285712,0.0
50,14,0.035714285714285712,0.0
50,15,0.053571428571428568,0.017857142857142856
50,16,0.053571428571428568,0.017857142857142856
50,17,0.053571428571428568,0.017857142857142856
50,18,0.053571428571428568,0.017857142857142856
50,19,0.053571428571428568,0.035714285714285712
60,2,0.035714285714285712,0.089285714285714274
60,3,0.017857142857142856,0.071428571428571425
60,4,0.089285714285714274,0.089285714285714274
60,5,0.089285714285714274,0.10714285714285714
60,6,0.089285714285714274,0.10714285714285714
60,7,0.089285714285714274,0.10714285714285714
60,8,0.053571428571428568,0.10714285714285714
60,9,0.035714285714285712,0.089285714285714274
60,10,0.053571428571428568,0.10714285714285714
60,11,0.053571428571428568,0.10714285714285714
60,12,0.035714285714285712,0.10714285714285714
60,13,0.035714285714285712,0.089285714285714274
60,14,0.053571428571428568,0.089285714285714274
60,15,0.071428571428571425,0.089285714285714274
60,16,0.053571428571428568,0.12499999999999999
60,17,0.071428571428571425,0.10714285714285714
60,18,0.071428571428571425,0.12499999999999999
60,19,0.071428571428571425,0.10714285714285714
70,2,0.2857142857142857,0.39285714285714285
70,3,0.19642857142857142,0.26785714285714285
70,4,0.24999999999999997,0.26785714285714285
70,5,0.24999999999999997,0.26785714285714285
70,6,0.21428571428571427,0.2857142857142857
70,7,0.24999999999999997,0.26785714285714279
70,8,0.26785714285714285,0.26785714285714279
70,9,0.26785714285714285,0.23214285714285712
70,10,0.24999999999999997,0.21428571428571427
70,11,0.21428571428571427,0.23214285714285715
70,12,0.21428571428571427,0.24999999999999997
70,13,0.23214285714285712,0.25
70,14,0.24999999999999997,0.19642857142857142
70,15,0.24999999999999997,0.23214285714285712
70,16,0.23214285714285712,0.24999999999999997
70,17,0.2857142857142857,0.23214285714285712
70,18,0.30357142857142855,0.21428571428571427
70,19,0.30357142857142855,0.23214285714285712
80,2,0.1607142857142857,0.19642857142857142
